,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
17524,5b23d88ac0c8ec0001a9411e,000010v001010,0.6,0.5,0.5625,0.8125,0.625,low,Structure,Trustworthiness,0
17719,5b23d88ac0c8ec0001a9411e,000010v001010,0.6,0.5,0.5625,0.8125,0.625,low,Structure,Transparency,0
17914,5b23d88ac0c8ec0001a9411e,000010v001010,0.6,0.5,0.5625,0.8125,0.625,low,Structure,Usefulness,1
1924,5b23d88ac0c8ec0001a9411e,000101v000111,0.6,0.5,0.5625,0.8125,0.625,low,Detail,Trustworthiness,0
2119,5b23d88ac0c8ec0001a9411e,000101v000111,0.6,0.5,0.5625,0.8125,0.625,low,Detail,Transparency,0
2314,5b23d88ac0c8ec0001a9411e,000101v000111,0.6,0.5,0.5625,0.8125,0.625,low,Detail,Usefulness,0
50284,5b23d88ac0c8ec0001a9411e,010000v010010,0.6,0.5,0.5625,0.8125,0.625,low,Detail,Trustworthiness,0
50479,5b23d88ac0c8ec0001a9411e,010000v010010,0.6,0.5,0.5625,0.8125,0.625,low,Detail,Transparency,1
50674,5b23d88ac0c8ec0001a9411e,010000v010010,0.6,0.5,0.5625,0.8125,0.625,low,Detail,Usefulness,0
42484,5b23d88ac0c8ec0001a9411e,010010v010110,0.6,0.5,0.5625,0.8125,0.625,low,Formality,Trustworthiness,1
42679,5b23d88ac0c8ec0001a9411e,010010v010110,0.6,0.5,0.5625,0.8125,0.625,low,Formality,Transparency,1
42874,5b23d88ac0c8ec0001a9411e,010010v010110,0.6,0.5,0.5625,0.8125,0.625,low,Formality,Usefulness,1
55744,5b23d88ac0c8ec0001a9411e,011011v011111,0.6,0.5,0.5625,0.8125,0.625,low,Formality,Trustworthiness,1
55939,5b23d88ac0c8ec0001a9411e,011011v011111,0.6,0.5,0.5625,0.8125,0.625,low,Formality,Transparency,1
56134,5b23d88ac0c8ec0001a9411e,011011v011111,0.6,0.5,0.5625,0.8125,0.625,low,Formality,Usefulness,1
84604,5b23d88ac0c8ec0001a9411e,100000v110000,0.6,0.5,0.5625,0.8125,0.625,high,Length,Trustworthiness,1
84799,5b23d88ac0c8ec0001a9411e,100000v110000,0.6,0.5,0.5625,0.8125,0.625,high,Length,Transparency,1
84994,5b23d88ac0c8ec0001a9411e,100000v110000,0.6,0.5,0.5625,0.8125,0.625,high,Length,Usefulness,1
73684,5b23d88ac0c8ec0001a9411e,100000v100100,0.6,0.5,0.5625,0.8125,0.625,high,Formality,Trustworthiness,1
73879,5b23d88ac0c8ec0001a9411e,100000v100100,0.6,0.5,0.5625,0.8125,0.625,high,Formality,Transparency,1
74074,5b23d88ac0c8ec0001a9411e,100000v100100,0.6,0.5,0.5625,0.8125,0.625,high,Formality,Usefulness,1
100204,5b23d88ac0c8ec0001a9411e,101000v111000,0.6,0.5,0.5625,0.8125,0.625,high,Length,Trustworthiness,1
100399,5b23d88ac0c8ec0001a9411e,101000v111000,0.6,0.5,0.5625,0.8125,0.625,high,Length,Transparency,1
100594,5b23d88ac0c8ec0001a9411e,101000v111000,0.6,0.5,0.5625,0.8125,0.625,high,Length,Usefulness,1
97864,5b23d88ac0c8ec0001a9411e,101010v111010,0.6,0.5,0.5625,0.8125,0.625,high,Length,Trustworthiness,1
98059,5b23d88ac0c8ec0001a9411e,101010v111010,0.6,0.5,0.5625,0.8125,0.625,high,Length,Transparency,1
98254,5b23d88ac0c8ec0001a9411e,101010v111010,0.6,0.5,0.5625,0.8125,0.625,high,Length,Usefulness,1
116584,5b23d88ac0c8ec0001a9411e,111110v111111,0.6,0.5,0.5625,0.8125,0.625,high,Persuasiveness,Trustworthiness,0
116779,5b23d88ac0c8ec0001a9411e,111110v111111,0.6,0.5,0.5625,0.8125,0.625,high,Persuasiveness,Transparency,1
116974,5b23d88ac0c8ec0001a9411e,111110v111111,0.6,0.5,0.5625,0.8125,0.625,high,Persuasiveness,Usefulness,0
18185,5ba988cc4a16920001d48564,000010v010010,0.6,0.4375,0.625,0.6875,0.5625,low,Length,Trustworthiness,0
18380,5ba988cc4a16920001d48564,000010v010010,0.6,0.4375,0.625,0.6875,0.5625,low,Length,Transparency,0
18575,5ba988cc4a16920001d48564,000010v010010,0.6,0.4375,0.625,0.6875,0.5625,low,Length,Usefulness,0
1025,5ba988cc4a16920001d48564,000110v000111,0.6,0.4375,0.625,0.6875,0.5625,low,Persuasiveness,Trustworthiness,0
1220,5ba988cc4a16920001d48564,000110v000111,0.6,0.4375,0.625,0.6875,0.5625,low,Persuasiveness,Transparency,0
1415,5ba988cc4a16920001d48564,000110v000111,0.6,0.4375,0.625,0.6875,0.5625,low,Persuasiveness,Usefulness,0
24425,5ba988cc4a16920001d48564,001011v001111,0.6,0.4375,0.625,0.6875,0.5625,low,Formality,Trustworthiness,0
24620,5ba988cc4a16920001d48564,001011v001111,0.6,0.4375,0.625,0.6875,0.5625,low,Formality,Transparency,0
24815,5ba988cc4a16920001d48564,001011v001111,0.6,0.4375,0.625,0.6875,0.5625,low,Formality,Usefulness,1
47825,5ba988cc4a16920001d48564,010010v010011,0.6,0.4375,0.625,0.6875,0.5625,low,Persuasiveness,Trustworthiness,0
48020,5ba988cc4a16920001d48564,010010v010011,0.6,0.4375,0.625,0.6875,0.5625,low,Persuasiveness,Transparency,1
48215,5ba988cc4a16920001d48564,010010v010011,0.6,0.4375,0.625,0.6875,0.5625,low,Persuasiveness,Usefulness,1
42365,5ba988cc4a16920001d48564,010010v010110,0.6,0.4375,0.625,0.6875,0.5625,low,Formality,Trustworthiness,1
42560,5ba988cc4a16920001d48564,010010v010110,0.6,0.4375,0.625,0.6875,0.5625,low,Formality,Transparency,1
42755,5ba988cc4a16920001d48564,010010v010110,0.6,0.4375,0.625,0.6875,0.5625,low,Formality,Usefulness,0
75905,5ba988cc4a16920001d48564,100010v100011,0.6,0.4375,0.625,0.6875,0.5625,high,Persuasiveness,Trustworthiness,0
76100,5ba988cc4a16920001d48564,100010v100011,0.6,0.4375,0.625,0.6875,0.5625,high,Persuasiveness,Transparency,0
76295,5ba988cc4a16920001d48564,100010v100011,0.6,0.4375,0.625,0.6875,0.5625,high,Persuasiveness,Usefulness,0
114905,5ba988cc4a16920001d48564,110001v111001,0.6,0.4375,0.625,0.6875,0.5625,high,Structure,Trustworthiness,1
115100,5ba988cc4a16920001d48564,110001v111001,0.6,0.4375,0.625,0.6875,0.5625,high,Structure,Transparency,1
115295,5ba988cc4a16920001d48564,110001v111001,0.6,0.4375,0.625,0.6875,0.5625,high,Structure,Usefulness,1
106325,5ba988cc4a16920001d48564,110100v110101,0.6,0.4375,0.625,0.6875,0.5625,high,Persuasiveness,Trustworthiness,1
106520,5ba988cc4a16920001d48564,110100v110101,0.6,0.4375,0.625,0.6875,0.5625,high,Persuasiveness,Transparency,1
106715,5ba988cc4a16920001d48564,110100v110101,0.6,0.4375,0.625,0.6875,0.5625,high,Persuasiveness,Usefulness,0
119585,5ba988cc4a16920001d48564,111010v111110,0.6,0.4375,0.625,0.6875,0.5625,high,Formality,Trustworthiness,1
119780,5ba988cc4a16920001d48564,111010v111110,0.6,0.4375,0.625,0.6875,0.5625,high,Formality,Transparency,1
119975,5ba988cc4a16920001d48564,111010v111110,0.6,0.4375,0.625,0.6875,0.5625,high,Formality,Usefulness,0
1944,5bcdaa50bdb0060001d4a4a8,000101v000111,0.55,0.5625,0.75,0.9375,0.5625,low,Detail,Trustworthiness,1
2139,5bcdaa50bdb0060001d4a4a8,000101v000111,0.55,0.5625,0.75,0.9375,0.5625,low,Detail,Transparency,0
2334,5bcdaa50bdb0060001d4a4a8,000101v000111,0.55,0.5625,0.75,0.9375,0.5625,low,Detail,Usefulness,0
36264,5bcdaa50bdb0060001d4a4a8,001000v001001,0.55,0.5625,0.75,0.9375,0.5625,low,Persuasiveness,Trustworthiness,0
36459,5bcdaa50bdb0060001d4a4a8,001000v001001,0.55,0.5625,0.75,0.9375,0.5625,low,Persuasiveness,Transparency,1
36654,5bcdaa50bdb0060001d4a4a8,001000v001001,0.55,0.5625,0.75,0.9375,0.5625,low,Persuasiveness,Usefulness,0
43284,5bcdaa50bdb0060001d4a4a8,010110v011110,0.55,0.5625,0.75,0.9375,0.5625,low,Structure,Trustworthiness,1
43479,5bcdaa50bdb0060001d4a4a8,010110v011110,0.55,0.5625,0.75,0.9375,0.5625,low,Structure,Transparency,0
43674,5bcdaa50bdb0060001d4a4a8,010110v011110,0.55,0.5625,0.75,0.9375,0.5625,low,Structure,Usefulness,1
62784,5bcdaa50bdb0060001d4a4a8,011000v011001,0.55,0.5625,0.75,0.9375,0.5625,low,Persuasiveness,Trustworthiness,0
62979,5bcdaa50bdb0060001d4a4a8,011000v011001,0.55,0.5625,0.75,0.9375,0.5625,low,Persuasiveness,Transparency,1
63174,5bcdaa50bdb0060001d4a4a8,011000v011001,0.55,0.5625,0.75,0.9375,0.5625,low,Persuasiveness,Usefulness,0
61224,5bcdaa50bdb0060001d4a4a8,011001v011011,0.55,0.5625,0.75,0.9375,0.5625,low,Detail,Trustworthiness,1
61419,5bcdaa50bdb0060001d4a4a8,011001v011011,0.55,0.5625,0.75,0.9375,0.5625,low,Detail,Transparency,1
61614,5bcdaa50bdb0060001d4a4a8,011001v011011,0.55,0.5625,0.75,0.9375,0.5625,low,Detail,Usefulness,0
72924,5bcdaa50bdb0060001d4a4a8,100101v110101,0.55,0.5625,0.75,0.9375,0.5625,high,Length,Trustworthiness,1
73119,5bcdaa50bdb0060001d4a4a8,100101v110101,0.55,0.5625,0.75,0.9375,0.5625,high,Length,Transparency,1
73314,5bcdaa50bdb0060001d4a4a8,100101v110101,0.55,0.5625,0.75,0.9375,0.5625,high,Length,Usefulness,0
89304,5bcdaa50bdb0060001d4a4a8,101010v101110,0.55,0.5625,0.75,0.9375,0.5625,high,Formality,Trustworthiness,1
89499,5bcdaa50bdb0060001d4a4a8,101010v101110,0.55,0.5625,0.75,0.9375,0.5625,high,Formality,Transparency,1
89694,5bcdaa50bdb0060001d4a4a8,101010v101110,0.55,0.5625,0.75,0.9375,0.5625,high,Formality,Usefulness,0
110364,5bcdaa50bdb0060001d4a4a8,110010v110011,0.55,0.5625,0.75,0.9375,0.5625,high,Persuasiveness,Trustworthiness,0
110559,5bcdaa50bdb0060001d4a4a8,110010v110011,0.55,0.5625,0.75,0.9375,0.5625,high,Persuasiveness,Transparency,1
110754,5bcdaa50bdb0060001d4a4a8,110010v110011,0.55,0.5625,0.75,0.9375,0.5625,high,Persuasiveness,Usefulness,1
124404,5bcdaa50bdb0060001d4a4a8,111000v111010,0.55,0.5625,0.75,0.9375,0.5625,high,Detail,Trustworthiness,0
124599,5bcdaa50bdb0060001d4a4a8,111000v111010,0.55,0.5625,0.75,0.9375,0.5625,high,Detail,Transparency,0
124794,5bcdaa50bdb0060001d4a4a8,111000v111010,0.55,0.5625,0.75,0.9375,0.5625,high,Detail,Usefulness,1
117384,5bcdaa50bdb0060001d4a4a8,111101v111111,0.55,0.5625,0.75,0.9375,0.5625,high,Detail,Trustworthiness,0
117579,5bcdaa50bdb0060001d4a4a8,111101v111111,0.55,0.5625,0.75,0.9375,0.5625,high,Detail,Transparency,1
117774,5bcdaa50bdb0060001d4a4a8,111101v111111,0.55,0.5625,0.75,0.9375,0.5625,high,Detail,Usefulness,0
15183,5c2004c3da51990001e165b2,000011v001011,0.85,0.75,0.3125,0.5,0.75,low,Structure,Trustworthiness,1
15378,5c2004c3da51990001e165b2,000011v001011,0.85,0.75,0.3125,0.5,0.75,low,Structure,Transparency,1
15573,5c2004c3da51990001e165b2,000011v001011,0.85,0.75,0.3125,0.5,0.75,low,Structure,Usefulness,1
15963,5c2004c3da51990001e165b2,000011v010011,0.85,0.75,0.3125,0.5,0.75,low,Length,Trustworthiness,1
16158,5c2004c3da51990001e165b2,000011v010011,0.85,0.75,0.3125,0.5,0.75,low,Length,Transparency,1
16353,5c2004c3da51990001e165b2,000011v010011,0.85,0.75,0.3125,0.5,0.75,low,Length,Usefulness,1
5043,5c2004c3da51990001e165b2,000100v000110,0.85,0.75,0.3125,0.5,0.75,low,Detail,Trustworthiness,0
5238,5c2004c3da51990001e165b2,000100v000110,0.85,0.75,0.3125,0.5,0.75,low,Detail,Transparency,0
5433,5c2004c3da51990001e165b2,000100v000110,0.85,0.75,0.3125,0.5,0.75,low,Detail,Usefulness,0
1143,5c2004c3da51990001e165b2,000110v000111,0.85,0.75,0.3125,0.5,0.75,low,Persuasiveness,Trustworthiness,0
1338,5c2004c3da51990001e165b2,000110v000111,0.85,0.75,0.3125,0.5,0.75,low,Persuasiveness,Transparency,0
1533,5c2004c3da51990001e165b2,000110v000111,0.85,0.75,0.3125,0.5,0.75,low,Persuasiveness,Usefulness,0
23763,5c2004c3da51990001e165b2,001101v001111,0.85,0.75,0.3125,0.5,0.75,low,Detail,Trustworthiness,0
23958,5c2004c3da51990001e165b2,001101v001111,0.85,0.75,0.3125,0.5,0.75,low,Detail,Transparency,0
24153,5c2004c3da51990001e165b2,001101v001111,0.85,0.75,0.3125,0.5,0.75,low,Detail,Usefulness,0
80703,5c2004c3da51990001e165b2,100010v110010,0.85,0.75,0.3125,0.5,0.75,high,Length,Trustworthiness,1
80898,5c2004c3da51990001e165b2,100010v110010,0.85,0.75,0.3125,0.5,0.75,high,Length,Transparency,1
81093,5c2004c3da51990001e165b2,100010v110010,0.85,0.75,0.3125,0.5,0.75,high,Length,Usefulness,1
72903,5c2004c3da51990001e165b2,100101v110101,0.85,0.75,0.3125,0.5,0.75,high,Length,Trustworthiness,0
73098,5c2004c3da51990001e165b2,100101v110101,0.85,0.75,0.3125,0.5,0.75,high,Length,Transparency,0
73293,5c2004c3da51990001e165b2,100101v110101,0.85,0.75,0.3125,0.5,0.75,high,Length,Usefulness,0
114243,5c2004c3da51990001e165b2,110000v110001,0.85,0.75,0.3125,0.5,0.75,high,Persuasiveness,Trustworthiness,0
114438,5c2004c3da51990001e165b2,110000v110001,0.85,0.75,0.3125,0.5,0.75,high,Persuasiveness,Transparency,0
114633,5c2004c3da51990001e165b2,110000v110001,0.85,0.75,0.3125,0.5,0.75,high,Persuasiveness,Usefulness,0
121263,5c2004c3da51990001e165b2,111001v111101,0.85,0.75,0.3125,0.5,0.75,high,Formality,Trustworthiness,1
121458,5c2004c3da51990001e165b2,111001v111101,0.85,0.75,0.3125,0.5,0.75,high,Formality,Transparency,1
121653,5c2004c3da51990001e165b2,111001v111101,0.85,0.75,0.3125,0.5,0.75,high,Formality,Usefulness,1
119703,5c2004c3da51990001e165b2,111010v111110,0.85,0.75,0.3125,0.5,0.75,high,Formality,Trustworthiness,0
119898,5c2004c3da51990001e165b2,111010v111110,0.85,0.75,0.3125,0.5,0.75,high,Formality,Transparency,0
120093,5c2004c3da51990001e165b2,111010v111110,0.85,0.75,0.3125,0.5,0.75,high,Formality,Usefulness,0
10375,5c4dae9a889752000156b1db,000101v010101,0.75,0.5,0.625,0.875,0.625,low,Length,Trustworthiness,0
10570,5c4dae9a889752000156b1db,000101v010101,0.75,0.5,0.625,0.875,0.625,low,Length,Transparency,0
10765,5c4dae9a889752000156b1db,000101v010101,0.75,0.5,0.625,0.875,0.625,low,Length,Usefulness,0
31435,5c4dae9a889752000156b1db,001100v011100,0.75,0.5,0.625,0.875,0.625,low,Length,Trustworthiness,1
31630,5c4dae9a889752000156b1db,001100v011100,0.75,0.5,0.625,0.875,0.625,low,Length,Transparency,1
31825,5c4dae9a889752000156b1db,001100v011100,0.75,0.5,0.625,0.875,0.625,low,Length,Usefulness,1
27535,5c4dae9a889752000156b1db,001110v011110,0.75,0.5,0.625,0.875,0.625,low,Length,Trustworthiness,0
27730,5c4dae9a889752000156b1db,001110v011110,0.75,0.5,0.625,0.875,0.625,low,Length,Transparency,0
27925,5c4dae9a889752000156b1db,001110v011110,0.75,0.5,0.625,0.875,0.625,low,Length,Usefulness,0
25195,5c4dae9a889752000156b1db,001111v011111,0.75,0.5,0.625,0.875,0.625,low,Length,Trustworthiness,1
25390,5c4dae9a889752000156b1db,001111v011111,0.75,0.5,0.625,0.875,0.625,low,Length,Transparency,1
25585,5c4dae9a889752000156b1db,001111v011111,0.75,0.5,0.625,0.875,0.625,low,Length,Usefulness,1
62635,5c4dae9a889752000156b1db,011000v011001,0.75,0.5,0.625,0.875,0.625,low,Persuasiveness,Trustworthiness,0
62830,5c4dae9a889752000156b1db,011000v011001,0.75,0.5,0.625,0.875,0.625,low,Persuasiveness,Transparency,0
63025,5c4dae9a889752000156b1db,011000v011001,0.75,0.5,0.625,0.875,0.625,low,Persuasiveness,Usefulness,0
75895,5c4dae9a889752000156b1db,100010v100011,0.75,0.5,0.625,0.875,0.625,high,Persuasiveness,Trustworthiness,0
76090,5c4dae9a889752000156b1db,100010v100011,0.75,0.5,0.625,0.875,0.625,high,Persuasiveness,Transparency,0
76285,5c4dae9a889752000156b1db,100010v100011,0.75,0.5,0.625,0.875,0.625,high,Persuasiveness,Usefulness,0
74335,5c4dae9a889752000156b1db,100100v101100,0.75,0.5,0.625,0.875,0.625,high,Structure,Trustworthiness,1
74530,5c4dae9a889752000156b1db,100100v101100,0.75,0.5,0.625,0.875,0.625,high,Structure,Transparency,1
74725,5c4dae9a889752000156b1db,100100v101100,0.75,0.5,0.625,0.875,0.625,high,Structure,Usefulness,1
96175,5c4dae9a889752000156b1db,101011v111011,0.75,0.5,0.625,0.875,0.625,high,Length,Trustworthiness,0
96370,5c4dae9a889752000156b1db,101011v111011,0.75,0.5,0.625,0.875,0.625,high,Length,Transparency,0
96565,5c4dae9a889752000156b1db,101011v111011,0.75,0.5,0.625,0.875,0.625,high,Length,Usefulness,0
105535,5c4dae9a889752000156b1db,110110v111110,0.75,0.5,0.625,0.875,0.625,high,Structure,Trustworthiness,0
105730,5c4dae9a889752000156b1db,110110v111110,0.75,0.5,0.625,0.875,0.625,high,Structure,Transparency,0
105925,5c4dae9a889752000156b1db,110110v111110,0.75,0.5,0.625,0.875,0.625,high,Structure,Usefulness,0
124255,5c4dae9a889752000156b1db,111000v111010,0.75,0.5,0.625,0.875,0.625,high,Detail,Trustworthiness,0
124450,5c4dae9a889752000156b1db,111000v111010,0.75,0.5,0.625,0.875,0.625,high,Detail,Transparency,0
124645,5c4dae9a889752000156b1db,111000v111010,0.75,0.5,0.625,0.875,0.625,high,Detail,Usefulness,0
85360,5c532d18b7cf140001d30260,101110v101111,0.8,0.5625,0.5,0.75,0.4375,high,Persuasiveness,Trustworthiness,1
85555,5c532d18b7cf140001d30260,101110v101111,0.8,0.5625,0.5,0.75,0.4375,high,Persuasiveness,Transparency,1
85750,5c532d18b7cf140001d30260,101110v101111,0.8,0.5625,0.5,0.75,0.4375,high,Persuasiveness,Usefulness,0
22179,5c8406438d2bbf0017e4a416,000000v010000,0.65,0.625,0.625,0.6875,0.4375,low,Length,Trustworthiness,0
22374,5c8406438d2bbf0017e4a416,000000v010000,0.65,0.625,0.625,0.6875,0.4375,low,Length,Transparency,1
22569,5c8406438d2bbf0017e4a416,000000v010000,0.65,0.625,0.625,0.6875,0.4375,low,Length,Usefulness,1
5799,5c8406438d2bbf0017e4a416,000010v000110,0.65,0.625,0.625,0.6875,0.4375,low,Formality,Trustworthiness,1
5994,5c8406438d2bbf0017e4a416,000010v000110,0.65,0.625,0.625,0.6875,0.4375,low,Formality,Transparency,0
6189,5c8406438d2bbf0017e4a416,000010v000110,0.65,0.625,0.625,0.6875,0.4375,low,Formality,Usefulness,0
2679,5c8406438d2bbf0017e4a416,000011v000111,0.65,0.625,0.625,0.6875,0.4375,low,Formality,Trustworthiness,0
2874,5c8406438d2bbf0017e4a416,000011v000111,0.65,0.625,0.625,0.6875,0.4375,low,Formality,Transparency,0
3069,5c8406438d2bbf0017e4a416,000011v000111,0.65,0.625,0.625,0.6875,0.4375,low,Formality,Usefulness,0
32319,5c8406438d2bbf0017e4a416,001010v001011,0.65,0.625,0.625,0.6875,0.4375,low,Persuasiveness,Trustworthiness,0
32514,5c8406438d2bbf0017e4a416,001010v001011,0.65,0.625,0.625,0.6875,0.4375,low,Persuasiveness,Transparency,0
32709,5c8406438d2bbf0017e4a416,001010v001011,0.65,0.625,0.625,0.6875,0.4375,low,Persuasiveness,Usefulness,0
54939,5c8406438d2bbf0017e4a416,011101v011111,0.65,0.625,0.625,0.6875,0.4375,low,Detail,Trustworthiness,1
55134,5c8406438d2bbf0017e4a416,011101v011111,0.65,0.625,0.625,0.6875,0.4375,low,Detail,Transparency,1
55329,5c8406438d2bbf0017e4a416,011101v011111,0.65,0.625,0.625,0.6875,0.4375,low,Detail,Usefulness,1
83019,5c8406438d2bbf0017e4a416,100001v110001,0.65,0.625,0.625,0.6875,0.4375,high,Length,Trustworthiness,1
83214,5c8406438d2bbf0017e4a416,100001v110001,0.65,0.625,0.625,0.6875,0.4375,high,Length,Transparency,1
83409,5c8406438d2bbf0017e4a416,100001v110001,0.65,0.625,0.625,0.6875,0.4375,high,Length,Usefulness,1
72099,5c8406438d2bbf0017e4a416,100101v101101,0.65,0.625,0.625,0.6875,0.4375,high,Structure,Trustworthiness,1
72294,5c8406438d2bbf0017e4a416,100101v101101,0.65,0.625,0.625,0.6875,0.4375,high,Structure,Transparency,0
72489,5c8406438d2bbf0017e4a416,100101v101101,0.65,0.625,0.625,0.6875,0.4375,high,Structure,Usefulness,0
86919,5c8406438d2bbf0017e4a416,101011v101111,0.65,0.625,0.625,0.6875,0.4375,high,Formality,Trustworthiness,1
87114,5c8406438d2bbf0017e4a416,101011v101111,0.65,0.625,0.625,0.6875,0.4375,high,Formality,Transparency,1
87309,5c8406438d2bbf0017e4a416,101011v101111,0.65,0.625,0.625,0.6875,0.4375,high,Formality,Usefulness,1
114999,5c8406438d2bbf0017e4a416,110001v111001,0.65,0.625,0.625,0.6875,0.4375,high,Structure,Trustworthiness,0
115194,5c8406438d2bbf0017e4a416,110001v111001,0.65,0.625,0.625,0.6875,0.4375,high,Structure,Transparency,0
115389,5c8406438d2bbf0017e4a416,110001v111001,0.65,0.625,0.625,0.6875,0.4375,high,Structure,Usefulness,0
101739,5c8406438d2bbf0017e4a416,110101v110111,0.65,0.625,0.625,0.6875,0.4375,high,Detail,Trustworthiness,1
101934,5c8406438d2bbf0017e4a416,110101v110111,0.65,0.625,0.625,0.6875,0.4375,high,Detail,Transparency,1
102129,5c8406438d2bbf0017e4a416,110101v110111,0.65,0.625,0.625,0.6875,0.4375,high,Detail,Usefulness,1
29925,5c8eb003f756d40018119b89,001101v011101,0.75,0.4375,0.625,0.8125,0.4375,low,Length,Trustworthiness,0
30120,5c8eb003f756d40018119b89,001101v011101,0.75,0.4375,0.625,0.8125,0.4375,low,Length,Transparency,1
30315,5c8eb003f756d40018119b89,001101v011101,0.75,0.4375,0.625,0.8125,0.4375,low,Length,Usefulness,1
51765,5c8eb003f756d40018119b89,010000v010001,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Trustworthiness,0
51960,5c8eb003f756d40018119b89,010000v010001,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Transparency,0
52155,5c8eb003f756d40018119b89,010000v010001,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Usefulness,0
39285,5c8eb003f756d40018119b89,010101v010111,0.75,0.4375,0.625,0.8125,0.4375,low,Detail,Trustworthiness,0
39480,5c8eb003f756d40018119b89,010101v010111,0.75,0.4375,0.625,0.8125,0.4375,low,Detail,Transparency,1
39675,5c8eb003f756d40018119b89,010101v010111,0.75,0.4375,0.625,0.8125,0.4375,low,Detail,Usefulness,1
60345,5c8eb003f756d40018119b89,011010v011011,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Trustworthiness,1
60540,5c8eb003f756d40018119b89,011010v011011,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Transparency,0
60735,5c8eb003f756d40018119b89,011010v011011,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Usefulness,0
58005,5c8eb003f756d40018119b89,011100v011101,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Trustworthiness,1
58200,5c8eb003f756d40018119b89,011100v011101,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Transparency,0
58395,5c8eb003f756d40018119b89,011100v011101,0.75,0.4375,0.625,0.8125,0.4375,low,Persuasiveness,Usefulness,1
77505,5c8eb003f756d40018119b89,100011v101011,0.75,0.4375,0.625,0.8125,0.4375,high,Structure,Trustworthiness,0
77700,5c8eb003f756d40018119b89,100011v101011,0.75,0.4375,0.625,0.8125,0.4375,high,Structure,Transparency,1
77895,5c8eb003f756d40018119b89,100011v101011,0.75,0.4375,0.625,0.8125,0.4375,high,Structure,Usefulness,0
70485,5c8eb003f756d40018119b89,100100v100101,0.75,0.4375,0.625,0.8125,0.4375,high,Persuasiveness,Trustworthiness,0
70680,5c8eb003f756d40018119b89,100100v100101,0.75,0.4375,0.625,0.8125,0.4375,high,Persuasiveness,Transparency,1
70875,5c8eb003f756d40018119b89,100100v100101,0.75,0.4375,0.625,0.8125,0.4375,high,Persuasiveness,Usefulness,0
86085,5c8eb003f756d40018119b89,101101v101111,0.75,0.4375,0.625,0.8125,0.4375,high,Detail,Trustworthiness,0
86280,5c8eb003f756d40018119b89,101101v101111,0.75,0.4375,0.625,0.8125,0.4375,high,Detail,Transparency,1
86475,5c8eb003f756d40018119b89,101101v101111,0.75,0.4375,0.625,0.8125,0.4375,high,Detail,Usefulness,1
111045,5c8eb003f756d40018119b89,110001v110011,0.75,0.4375,0.625,0.8125,0.4375,high,Detail,Trustworthiness,0
111240,5c8eb003f756d40018119b89,110001v110011,0.75,0.4375,0.625,0.8125,0.4375,high,Detail,Transparency,1
111435,5c8eb003f756d40018119b89,110001v110011,0.75,0.4375,0.625,0.8125,0.4375,high,Detail,Usefulness,0
34586,5cd083548702e10018e3b0a5,001000v001010,0.7,0.25,0.5625,0.6875,0.5625,low,Detail,Trustworthiness,1
34781,5cd083548702e10018e3b0a5,001000v001010,0.7,0.25,0.5625,0.6875,0.5625,low,Detail,Transparency,1
